Number	Morph	Frequency
301	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Nom	84
302	Adj+Noun+Ness+A3sg+P3sg+Equ	82
303	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Equ	82
304	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	81
305	Adj+Noun+Ness+A3pl+P2pl+Dat	79
306	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Dat	79
307	Adj+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom	77
308	Adj+Noun+Ness+A3pl+P1pl+Ins	73
309	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Gen	73
310	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	73
311	Adj+Noun+Ness+A3pl+P1pl+Loc	72
312	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+P3sg+Nom	72
313	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Nom	72
314	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	70
315	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+P3sg+Nom	70
316	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Dat	70
317	Adj+Noun+Ness+A3sg+P1sg+Nom+Verb+Pres+Cop+A3sg	69
318	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Nom	69
319	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Nom	69
320	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P1pl+Dat	69
321	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Ins	67
322	Adj+NoHats+Noun+Ness+A3pl+P3sg+Gen	65
323	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Abl	65
324	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Dat	65
325	Adj+NoHats+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	64
326	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1sg+Ins	63
327	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Dat	63
328	Adj+Noun+Ness+A3sg+P3sg+Apos+Abl	62
329	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Abl	61
330	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Verb+Narr+A3sg	61
331	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Loc	61
332	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Loc+Adj+Rel	60
333	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Gen	58
334	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Gen	58
335	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+Pnon+Gen	58
336	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Dat	58
337	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Apos+Loc+Adj+Rel	58
338	Adj+NoHats+Noun+Ness+A3pl+P3sg+Acc	57
339	Adj+Noun+Ness+A3pl+P1sg+Dat	57
340	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	57
341	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Loc	57
342	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1sg+Acc	57
343	Adj+NoHats+Noun+Ness+A3sg+P3sg+Dat	55
344	Noun+Prop+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Dat	55
345	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Past+A3sg	54
346	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1sg+Dat	54
347	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1sg+Loc+Adj+Rel	54
348	Adj+Noun+Ness+A3sg+P2pl+Loc	53
349	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Loc	53
350	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Dat	52
351	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Dat	52
352	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Adj+Rel	52
353	Adj+Noun+Ness+A3pl+P2pl+Loc	51
354	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1pl+Nom	51
355	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1sg+Nom	51
356	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1sg+Loc	51
357	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3pl+Apos+Loc+Adj+Rel	51
358	Adj+Noun+Ness+A3sg+P3sg+Abl+Verb+Pres+Cop+A3sg	50
359	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+P3sg+Gen	50
360	Noun+Prop+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom	50
361	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	50
362	Adj+NoHats+Noun+Ness+A3sg+P3sg+Gen	49
363	Adj+Noun+Ness+A3pl+P3sg+Nom+Verb+Past+A3sg	49
364	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	48
365	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Gen	46
366	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Loc	46
367	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Abl	46
368	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P1pl+Loc	45
369	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Nom	45
370	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Loc+Adj+Rel	44
371	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Nom+Verb+Pres+Cop+A3sg	44
372	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Apos+Loc+Adj+Rel	44
373	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	44
374	Adj+Noun+Ness+A3pl+P1sg+Abl	43
375	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Loc	43
376	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Ins	43
377	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Ins	43
378	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl	43
379	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc	43
380	Adj+NoHats+Noun+Ness+A3sg+P3sg+Ins	41
381	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3pl+Apos+Acc	41
382	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	41
383	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Ins	41
384	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom+Verb+Past+A3sg	40
385	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P2pl+Gen	40
386	Adj+Noun+Ness+A3sg+P3sg+Apos+Ins	39
387	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Dat	39
388	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Loc+Verb+Pres+Cop+A3sg	39
389	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2sg+Ins	39
390	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Gen	38
391	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Acc	38
392	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Acc	38
393	Verb+Pos+Adj+PresPart+Noun+Ness+A3sg+P3sg+Nom	38
394	Adj+NoHats+Noun+Ness+A3sg+P3sg+Abl	37
395	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+Pnon+Dat	37
396	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+Pnon+Ins	37
397	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Verb+Past+A3sg	37
398	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	36
399	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Apos+Ins	36
400	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	36
401	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1pl+Gen	35
402	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Dat	35
403	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Nom+Verb+Pres+Cop+A3sg	35
404	Adj+Noun+Ness+A3sg+P3pl+Apos+Dat	34
405	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	34
406	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1pl+Dat	34
407	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Ins	34
408	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Loc+Verb+Pres+Cop+A3sg	34
409	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Gen	34
410	Adj+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P3sg+Nom	33
411	Adj+Noun+Ness+A3pl+P2pl+Abl	33
412	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1pl+Gen	33
413	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Ins	33
414	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1sg+Abl	33
415	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P1pl+Ins	33
416	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	33
417	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Ins	33
418	Verb+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	33
419	Adj+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Dat	32
420	Adj+Noun+Ness+A3pl+P1sg+Gen	32
421	Adj+Noun+Ness+A3sg+Pnon+Apos+Loc+Adj+Rel	32
422	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1pl+Ins	32
423	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Nom+Verb+Pres+Cop+A3sg	32
424	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2pl+Gen	32
425	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Nom+Verb+Past+A3sg	32
426	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Ins	32
427	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Apos+Gen	31
428	Adj+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+A2sg	30
429	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom	30
430	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Gen	30
431	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Equ	30
432	Noun+Acro+Apos+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Acc	30
433	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom	30
434	Adj+Noun+Ness+A3sg+P1sg+Nom+Verb+Past+A3sg	29
435	Adj+Noun+Ness+A3sg+Pnon+Nom+Verb+Adv+While	29
436	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc+Adj+Rel	29
437	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Ins	29
438	Adj+Noun+Ness+A3pl+Pnon+Nom+Verb+Cond+A3sg	28
439	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Dat	28
440	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Abl	28
441	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl	28
442	Noun+Prop+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Ins	28
443	Adj+Noun+Ness+A3sg+Pnon+Equ	27
444	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Nom+Verb+Pres+Cop+A3sg	27
445	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc+Verb+Past+A3sg	27
446	Noun+NoHats+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom	27
447	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Gen	27
448	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	27
449	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	27
450	Adj+Noun+Ness+A3sg+P3sg+Nom+Verb+Narr+A3sg	26
451	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	26
452	Noun+Acro+Apos+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	26
453	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Dat	25
454	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+P3sg+Dat	25
455	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Acc	25
456	Noun+Acro+Apos+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Dat	25
457	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Nom	25
458	Adj+Noun+Ness+A3sg+Pnon+Loc+Verb+Pres+A1pl	24
459	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Gen	24
460	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1pl+Acc	24
461	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Loc	24
462	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Apos+Gen	24
463	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Verb+Adv+While	24
464	Noun+Acro+Apos+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Dat	24
465	Noun+Prop+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Abl	24
466	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc	24
467	Adj+Noun+Ness+A3pl+P1sg+Loc	23
468	Adj+Verb+Become+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	23
469	Adj+Noun+Ness+A3pl+P1sg+Nom+Verb+Pres+Cop+A3sg	22
470	Adj+Noun+Ness+A3sg+P3pl+Apos+Gen	22
471	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Gen	22
472	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+P3sg+Abl	22
473	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Apos+Equ	22
474	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With	22
475	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Nom	22
476	Adj+NoHats+Noun+Ness+A3pl+P3sg+Dat	21
477	Adj+NoHats+Noun+Ness+A3pl+P3sg+Ins	21
478	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Nom	21
479	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl	21
480	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+Cop+A3sg	21
481	Adj+Noun+Ness+A3sg+Pnon+Abl+Verb+Pres+Cop+A3sg	21
482	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+P3sg+Nom	21
483	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Gen	21
484	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P2pl+Acc	21
485	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Ins	21
486	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Verb+Pres+Cop+A3sg	21
487	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Acc	21
488	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Abl	21
489	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Dat	21
490	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Abl	21
491	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Dat	21
492	Adj+Noun+Ness+A3pl+P2pl+Ins	20
493	Adj+Noun+Ness+A3sg+Pnon+Nom+Verb+Acquire+Pos+Imp+A2sg	20
494	Adj+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+A2pl	20
495	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1sg+Gen	20
496	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1pl+Nom	20
497	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Apos+Abl	20
498	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom+Verb+Cond+A3sg	20
499	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Nom	20
500	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Verb+Pres+A1pl	20
501	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Gen	20
502	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	19
503	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Ins	19
504	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3pl+Pnon+Abl	19
505	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	19
506	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Adj+Rel	19
507	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Acc	19
508	Noun+Prop+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Abl	19
509	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Acc	19
510	Adj+NoHats+Noun+Ness+A3pl+Pnon+Abl	18
511	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Abl	18
512	Adj+Noun+Ness+A3pl+Pnon+Abl+Verb+Pres+Cop+A3sg	18
513	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Apos+Abl	18
514	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Verb+Cond+A3sg	18
515	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1sg+Ins	18
516	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Nom+Verb+Cond+A3sg	18
517	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P1sg+Gen	18
518	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	18
519	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Dat	18
520	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Nom	18
521	Noun+NoHats+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Gen	18
522	Verb+Verb+Caus+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Dat	18
523	Adj+NoHats+Noun+Ness+A3pl+P3sg+Abl	17
524	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Dat	17
525	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P1sg+Abl	17
526	Verb+Pos+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Loc	17
527	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	17
528	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Gen	16
529	Adj+Noun+Ness+A3pl+P2sg+Ins	16
530	Adj+Noun+Ness+A3pl+P3sg+Abl+Verb+Pres+Cop+A3sg	16
531	Adj+Noun+Ness+A3sg+Pnon+Loc+Verb+Cond+A3sg	16
532	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl	16
533	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1pl+Abl	16
534	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Gen	16
535	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3pl+Pnon+Abl	16
536	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P2sg+Ins	16
537	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Loc+Verb+Cond+A3sg	16
538	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	16
539	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Abl	16
540	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Ins	16
541	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Nom	15
542	Adj+Noun+Ness+A3pl+P3sg+Loc+Verb+Pres+Cop+A3sg	15
543	Adj+Noun+Ness+A3pl+P3sg+Nom+Verb+Cond+A3sg	15
544	Adj+Noun+Ness+A3sg+P1sg+Nom+Verb+Pres+A2sg	15
545	Adj+Noun+Ness+A3sg+P2pl+Loc+Adj+Rel	15
546	Adj+Noun+Ness+A3sg+P3pl+Apos+Loc	15
547	Adj+Noun+Ness+A3sg+Pnon+Loc+Verb+Adv+While	15
548	Adj+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3pl+P3sg+Nom	15
549	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Verb+Pres+A1pl	15
550	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P2pl+Acc	15
551	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Apos+Ins	15
552	Noun+A3sg+Pnon+Nom+Noun+Ness+A3pl+P2pl+Dat	15
553	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+P1pl+Loc+Adj+Rel	15
554	Noun+Prop+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Gen	15
555	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Acc	15
556	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Gen	15
557	Adj+NoHats+Noun+Ness+A3sg+P2pl+Nom	14
558	Adj+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Gen	14
559	Adj+Noun+Ness+A3sg+P3sg+Loc+Verb+Cond+A3sg	14
560	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P1pl+Dat	14
